n,counterfactual,eventA,eventB,new_temp,new_label,pos_partition,neg_partition
nyt_20130321_china_pollution,"China's state leadership transition has taken place this month against an ominous backdrop. More than 16,000 dead pigs have been found floating in rivers that provide drinking water to Shanghai. A haze akin to volcanic fumes cloaked the capital, causing convulsive coughing and obscuring the portrait of Mao Zedong on the gate to the Forbidden City. So severe are China's environmental woes, especially the noxious air, that top government officials have been forced to openly acknowledge them. Fu Ying, the spokeswoman for the National People's Congress, said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself. Li Keqiang, the new prime minister, said the air pollution had made him ""quite upset"" and vowed to ""show even greater resolve and make more vigorous efforts"" to clean it up. Last month, after deadly air pollution hit record levels in northern China, officials led byWen Jiabao, then the prime minister, put forward strict new fuel standards that the oil companies had blocked for years. But there are doubts about whether the oil companies will comply, especially since oil officials resisted a similar government order for higher-grade fuel four years ago. State-owned power companies have been similarly resistant. The companies regularly ignore government orders to upgrade coal-burning electricity plants, according to ministry data. And as with the oil companies, the power companies exert an outsize influence over environmental policy debates. In 2011, during a round of discussions over stricter emissions standards, the China Electricity Council, which represents the companies, pushed back hard against the proposals, saying that the costs of upgrading the plants had been too high. On Feb. 28, Deutsche Bank released yesterday an analysts' note saying that China's earlier economic policies had resulted in an enormous surge in coal consumption and automobile sales over the last decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups."" The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030, up from 90 million now.",surge,released,BEFORE,0,"{surge, have, released, yesterday, last, decade}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who was forced to held the position for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.",forced,held,EQUAL,2,"{was, forced, to, held, for, years}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. Before he has startled the medical community, he had won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.",startled,finishing,BEFORE,0,"{before, has, startled, had, won, finishing}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. Before he has startled the medical community, he had won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.",finishing,set,BEFORE,0,"{had, won, finishing, was, than, set, before}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community occurred even before his most recent achievement this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011. ",startled,won,BEFORE,0,"{what, has, startled, won, before, achievement}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What had previously startled the medical community was Leon's achievement in Beaumont, Texas, where he won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his new personal record in the 26.2-mile event, set months later after he underwent brain surgery in early 2011.",won,set,BEFORE,0,"{won, than, set, was, later, months}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, after finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.",finishing,won,AFTER,1,"{won, after, finishing}",
WSJ_20130321_1145,"In competitions against the clock, some athletes display an ability to seize control. Think of the Clark-Kent-to-Superman routines that John Elway and Michael Jordan often pulled in the final seconds. But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible. The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand."" But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community occurred even before his most recent achievement this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011. ",startled,won,BEFORE,0,"{has, startled, even, before, recent, achievement, won}",
bbc_20130322_721,"Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial will be famous for documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern and asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",documenting,voiced,AFTER,1,"{will, be, for, documenting, subsequently, has, voiced}",
bbc_20130322_721,"Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial will be famous for documenting human rights abuses in Russia. Subsequently, the US embassy in Moscow has voiced concern and asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",documenting,asked,AFTER,1,"{will, be, for, documenting, subsequently, has, voiced, and, asked}",
bbc_20130322_721,"Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial is famous for documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern before it asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",voiced,asked,BEFORE,0,"{has, voided, before, asked}",
bbc_20130322_721,"Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial is famous for documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern and asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Inspectors returned to its Moscow offices on Thursday, before they seized 600 documents including accounts on Friday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",returned,seized,BEFORE,0,"{returned, thursday, before, seized}",
bbc_20130322_721,"Russian police raid rights group Memorial and other NGOs Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding for years. Memorial is famous for previously documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern and asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",raided,documenting,BEFORE,0,"{have, raided, for, years, previously, documenting}",
bbc_20130322_721,"Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial is famous for previously documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern and asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",raided,documenting,BEFORE,0,"{have, raided, for, years, previously, documenting}",
bbc_20130322_721,"Russian police raid rights group Memorial and other NGOs Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial is famous for documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern even before they asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law ""will not change our position at all"". ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",voiced,asked,BEFORE,0,"{has, voiced, even, before, asked}",
bbc_20130322_721,"Russian police raid rights group Memorial and other NGOs Russian police and tax inspectors have raided the offices of the human rights group Memorial and other civil society groups which get foreign funding. Memorial is famous for documenting human rights abuses in Russia. The US embassy in Moscow has voiced concern and asked the Russian government for an explanation. A new Russian law says foreign-funded non-governmental groups (NGOs) linked to politics must register as ""foreign agents"" - a term which suggests spying. In the worst repressions of the Soviet period the label ""foreign agents"" was used to denounce dissidents - or simply political rivals of Joseph Stalin - and could lead to execution. Memorial says inspectors returned to its Moscow offices on Friday, having already seized 600 documents including accounts on Thursday. A statement on the Memorial website said the inspections were directly linked to the new law on NGOs and the targeted groups' compliance with it. Memorial director Arseny Roginsky, quoted by the Russian news website Vesti, said it was ""a complete check on everything concerned with our sources of funding"". He insisted that the NGO law did not change the position at all. ""We won't refuse foreign donations, nor will we register as a 'foreign agent',"" he said.",change,insisted,BEFORE,0,"{does, change, insisted, did}",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy will be informed Thursday that he will face a formal investigation next year into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.",face,informed,BEFORE,0,"{will, face, will, be, informed, thursday, next, year}",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" Later, the lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.",called,said,BEFORE,0,"{called, later, said}",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he will possible be abused by the heiress to the L'Oreal fortune and France's richest woman. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.",informed,abused,BEFORE,0,"{was, informed, thursday, will, be, abused, possibly}",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, indicates that the judge believes that Mr. Sarkozy probably committed a crime, and therefore called it “incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.",called,indicates,BEFORE,0,"{called, indicates, therefore}",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, indicates that the judge believes that Mr. Sarkozy probably committed a crime, and therefore called it “incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.",called,believes,BEFORE,0,"{indicated, that, believes, therefore}",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision. The judge believes that Mr. Sarkozy probably committed a crime, which then indicates why the lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.",indicates,believes,AFTER,1,"{believes, which, then, indicates} ",
nyt_20130321_sarcozy,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The ruling does not necessarily mean that Mr. Sarkozy will have a lost, and the lawyer said he would appeal.",said,lost,BEFORE,0,"{said, will, have, lost}",
CNN_20130322_314,"President Barack Obama has been scoring a diplomatic coup before Prime Minister Benjamin Netanyahu apologized to Turkey for having killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid. Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.",scoring,killed,EQUAL,2,"{has, been, scoring, before, apologised, for, having, killed}",
CNN_20130322_314,"President Barack Obama arrived in refugee-flooded Jordan on Friday before scoring a diplomatic coup just after leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid. Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.",scoring,arrived,AFTER,1,"{arrived, friday, before, scoring}",
CNN_20130322_314,"President Barack Obama arrived in refugee-flooded Jordan on Friday before scoring a diplomatic coup just after leaving Israel. Later, Prime Minister Benjamin Netanyahu will apologize to Turkey for a commando raid that would have killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid. Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.",killed,arrived,AFTER,1,"{have, killed, would, arrived, before}",
CNN_20130322_314,"President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, before being sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid. Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.",sought,eased,AFTER,1,"{before, being, sought, eased}",
CNN_20130322_314,"President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes after Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid. Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.",departed,happened,BEFORE,0,"{minutes, after, departed, happened}",
CNN_20130322_314,"President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that will be suspended again at a later time. Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.",suspended,resume,AFTER,1,"{would, resume, will, be, suspened, whether, later, time}",
